Timestamp,Address,RawValue,HumanValue,Delta
2026-04-26 18:56:01.783,11570,5584,5.584,59
2026-04-26 18:56:02.165,12038,5678,5.678,153
2026-04-26 18:56:02.225,11638,3006,3.006,169
2026-04-26 18:56:02.566,11570,5775,5.775,191
2026-04-26 18:56:02.933,12038,5867,5.867,189
2026-04-26 18:56:02.996,11638,3195,3.195,189
2026-04-26 18:56:03.345,11570,5967,5.967,192
2026-04-26 18:56:03.714,12038,6056,6.056,189
2026-04-26 18:56:03.765,11638,3384,3.384,189
2026-04-26 18:56:04.105,11570,6153,6.153,186
2026-04-26 18:56:04.366,12032,36707,36.707,-5
2026-04-26 18:56:04.386,12033,2465,2.465,2046
2026-04-26 18:56:04.500,12038,6251,6.251,195
2026-04-26 18:56:04.555,11638,3577,3.577,193
2026-04-26 18:56:04.786,11564,29929,29.929,-2911
2026-04-26 18:56:04.811,11565,46387,46.387,14412
2026-04-26 18:56:04.906,11570,6349,6.349,196
2026-04-26 18:56:05.144,12032,30055,30.055,-6652
2026-04-26 18:56:05.165,12033,16890,16.890,14425
2026-04-26 18:56:05.265,12038,6438,6.438,187
2026-04-26 18:56:05.324,11638,3766,3.766,189
2026-04-26 18:56:05.547,11564,24840,24.840,-5089
2026-04-26 18:56:05.566,11565,19804,19.804,-26583
2026-04-26 18:56:05.584,11566,58907,58.907,58907
2026-04-26 18:56:05.666,11570,6535,6.535,186
2026-04-26 18:56:05.907,12032,28712,28.712,-1343
2026-04-26 18:56:05.924,12033,53784,53.784,36894
2026-04-26 18:56:05.944,12034,37173,37.173,-15340
2026-04-26 18:56:06.025,12038,6625,6.625,187
2026-04-26 18:56:06.096,11638,3955,3.955,189
2026-04-26 18:56:06.355,11566,1967,1.967,-56940
2026-04-26 18:56:06.434,11570,6724,6.724,189
2026-04-26 18:56:06.768,12034,41568,41.568,4395
2026-04-26 18:56:07.025,12038,6870,6.870,245
2026-04-26 18:56:07.085,11638,4198,4.198,243
2026-04-26 18:56:07.325,11565,19959,19.959,155
2026-04-26 18:56:07.344,11566,50627,50.627,48660
2026-04-26 18:56:07.439,11570,6970,6.970,246
2026-04-26 18:56:07.748,12033,769,0.769,-53015
2026-04-26 18:56:07.765,12034,13256,13.256,-28312
2026-04-26 18:56:07.844,12038,7071,7.071,201
2026-04-26 18:56:07.907,11638,4399,4.399,201
2026-04-26 18:56:08.146,11565,43481,43.481,23522
2026-04-26 18:56:08.165,11566,42104,42.104,-8523
2026-04-26 18:56:08.245,11570,7168,7.168,198
2026-04-26 18:56:08.516,12033,12000,12.000,11231
2026-04-26 18:56:08.546,12034,9354,9.354,-3902
2026-04-26 18:56:08.624,12038,7262,7.262,191
2026-04-26 18:56:08.685,11638,4590,4.590,191
2026-04-26 18:56:08.925,11565,43556,43.556,75
2026-04-26 18:56:08.945,11566,42099,42.099,-5
2026-04-26 18:56:09.024,11570,7359,7.359,191
2026-04-26 18:56:09.394,12038,7451,7.451,189
2026-04-26 18:56:09.455,11638,4779,4.779,189
2026-04-26 18:56:09.796,11570,7548,7.548,189
2026-04-26 18:56:10.177,12038,7643,7.643,192
2026-04-26 18:56:10.235,11638,4970,4.970,191
2026-04-26 18:56:10.585,11570,7742,7.742,194
2026-04-26 18:56:10.956,12038,7834,7.834,191
2026-04-26 18:56:11.016,11638,5161,5.161,191
2026-04-26 18:56:11.356,11570,7931,7.931,189
2026-04-26 18:56:11.625,12033,18903,18.903,6903
2026-04-26 18:56:11.645,12034,6609,6.609,-2745
2026-04-26 18:56:11.725,12038,8023,8.023,189
2026-04-26 18:56:11.784,11638,5350,5.350,189
2026-04-26 18:56:12.036,11565,63229,63.229,19673
2026-04-26 18:56:12.057,11566,34706,34.706,-7393
2026-04-26 18:56:12.137,11570,8122,8.122,191
2026-04-26 18:56:12.395,12033,41235,41.235,22332
2026-04-26 18:56:12.415,12034,65236,65.236,58627
2026-04-26 18:56:12.497,12038,8211,8.211,188
2026-04-26 18:56:12.555,11638,5539,5.539,189
2026-04-26 18:56:12.796,11565,54167,54.167,-9062
2026-04-26 18:56:12.818,11566,32444,32.444,-2262
2026-04-26 18:56:12.907,11570,8311,8.311,189
2026-04-26 18:56:13.397,12033,57641,57.641,16406
2026-04-26 18:56:13.497,12038,8457,8.457,246
2026-04-26 18:56:13.566,11638,5787,5.787,248
2026-04-26 18:56:13.806,11565,26075,26.075,-28092
2026-04-26 18:56:13.907,11570,8556,8.556,245
2026-04-26 18:56:14.185,12033,58392,58.392,751
2026-04-26 18:56:14.284,12038,8650,8.650,193
2026-04-26 18:56:14.345,11638,5978,5.978,191
2026-04-26 18:56:14.584,11565,24787,24.787,-1288
2026-04-26 18:56:14.688,11570,8748,8.748,192
2026-04-26 18:56:14.944,12033,34963,34.963,-23429
2026-04-26 18:56:15.045,12038,8837,8.837,187
2026-04-26 18:56:15.107,11638,6165,6.165,187
2026-04-26 18:56:15.337,11564,4339,4.339,-20501
2026-04-26 18:56:15.365,11565,7052,7.052,-17735
2026-04-26 18:56:15.475,11570,8941,8.941,193
2026-04-26 18:56:15.727,12032,11353,11.353,-17359
2026-04-26 18:56:15.745,12033,41032,41.032,6069
2026-04-26 18:56:15.844,12038,9033,9.033,196
2026-04-26 18:56:15.906,11638,6361,6.361,196
2026-04-26 18:56:16.134,11564,5746,5.746,1407
2026-04-26 18:56:16.256,11570,9133,9.133,192
2026-04-26 18:56:16.496,12032,14679,14.679,3326
2026-04-26 18:56:16.615,12038,9222,9.222,189
2026-04-26 18:56:16.677,11638,6550,6.550,189
2026-04-26 18:56:16.897,11564,10431,10.431,4685
2026-04-26 18:56:17.014,11570,9319,9.319,186
2026-04-26 18:56:17.256,12032,18684,18.684,4005
2026-04-26 18:56:17.386,12038,9411,9.411,189
2026-04-26 18:56:17.444,11638,6738,6.738,188
2026-04-26 18:56:17.656,11564,14437,14.437,4006
2026-04-26 18:56:17.783,11570,9508,9.508,189
2026-04-26 18:56:18.068,12032,15215,15.215,-3469
2026-04-26 18:56:18.186,12038,9607,9.607,196
2026-04-26 18:56:18.246,11638,6935,6.935,197
2026-04-26 18:56:18.468,11564,15477,15.477,1040
2026-04-26 18:56:18.593,11570,9704,9.704,196
2026-04-26 18:56:18.825,12032,1000,1.000,-14215
2026-04-26 18:56:18.846,12033,33888,33.888,-7144
2026-04-26 18:56:18.956,12038,9796,9.796,189
2026-04-26 18:56:19.017,11638,7123,7.123,188
2026-04-26 18:56:19.247,11564,62664,62.664,47187
2026-04-26 18:56:19.271,11565,12800,12.800,5748
2026-04-26 18:56:19.365,11570,9895,9.895,191
2026-04-26 18:56:19.634,12033,50481,50.481,16593
2026-04-26 18:56:19.746,12038,9989,9.989,193
2026-04-26 18:56:19.824,11638,7322,7.322,199
2026-04-26 18:56:20.096,11565,5933,5.933,-6867
2026-04-26 18:56:20.195,11570,10099,10.099,204
2026-04-26 18:56:20.457,12033,44294,44.294,-6187
2026-04-26 18:56:20.556,12038,10188,10.188,199
2026-04-26 18:56:20.616,11638,7516,7.516,194
2026-04-26 18:56:20.857,11565,9939,9.939,4006
2026-04-26 18:56:20.957,11570,10285,10.285,186
2026-04-26 18:56:21.217,12033,48979,48.979,4685
2026-04-26 18:56:21.316,12038,10374,10.374,186
2026-04-26 18:56:21.395,11638,7707,7.707,191
2026-04-26 18:56:21.650,11565,9867,9.867,-72
2026-04-26 18:56:21.747,11570,10479,10.479,194
2026-04-26 18:56:22.015,12033,46869,46.869,-2110
2026-04-26 18:56:22.138,12038,10576,10.576,202
2026-04-26 18:56:22.196,11638,7903,7.903,196
2026-04-26 18:56:22.437,11565,9116,9.116,-751
2026-04-26 18:56:22.609,11570,10687,10.687,208
2026-04-26 18:56:22.875,12033,34567,34.567,-12302
2026-04-26 18:56:22.977,12038,10781,10.781,205
2026-04-26 18:56:23.035,11638,8109,8.109,206
2026-04-26 18:56:23.276,11565,211,0.211,-8905
2026-04-26 18:56:23.378,11570,10879,10.879,192
2026-04-26 18:56:23.647,12033,37213,37.213,2646
2026-04-26 18:56:23.747,12038,10970,10.970,189
2026-04-26 18:56:23.816,11638,8301,8.301,192
2026-04-26 18:56:24.056,11565,1739,1.739,1528
2026-04-26 18:56:24.165,11570,11072,11.072,193
2026-04-26 18:56:24.416,12032,2176,2.176,1176
2026-04-26 18:56:24.438,12033,2729,2.729,-34484
2026-04-26 18:56:24.536,12038,11164,11.164,194
2026-04-26 18:56:24.596,11638,8492,8.492,191
2026-04-26 18:56:24.817,11564,30061,30.061,-32603
2026-04-26 18:56:24.836,11565,32556,32.556,30817
2026-04-26 18:56:24.937,11570,11261,11.261,189
2026-04-26 18:56:25.208,12032,33235,33.235,31059
2026-04-26 18:56:25.226,12033,1000,1.000,-1729
2026-04-26 18:56:25.326,12038,11358,11.358,194
2026-04-26 18:56:25.387,11638,8686,8.686,194
2026-04-26 18:56:25.606,11564,29738,29.738,-323
2026-04-26 18:56:25.727,11570,11455,11.455,194
2026-04-26 18:56:25.975,12032,30588,30.588,-2647
2026-04-26 18:56:26.110,12038,11550,11.550,192
2026-04-26 18:56:26.168,11638,8877,8.877,191
2026-04-26 18:56:26.387,11564,29130,29.130,-608
2026-04-26 18:56:26.507,11570,11646,11.646,191
2026-04-26 18:56:26.746,12032,27942,27.942,-2646
2026-04-26 18:56:26.868,12038,11735,11.735,185
2026-04-26 18:56:26.925,11638,9063,9.063,186
2026-04-26 18:56:27.169,11564,27843,27.843,-1287
2026-04-26 18:56:27.287,11570,11837,11.837,191
2026-04-26 18:56:27.548,12032,30052,30.052,2110
2026-04-26 18:56:27.668,12038,11932,11.932,197
2026-04-26 18:56:27.740,11638,9262,9.262,199
2026-04-26 18:56:27.976,11564,16988,16.988,-10855
2026-04-26 18:56:28.096,11570,12036,12.036,199
2026-04-26 18:56:28.347,12032,28712,28.712,-1340
2026-04-26 18:56:28.370,12033,18353,18.353,17353
2026-04-26 18:56:28.468,12038,12128,12.128,196
2026-04-26 18:56:28.536,11638,9458,9.458,196
2026-04-26 18:56:28.756,11564,24840,24.840,7852
2026-04-26 18:56:28.777,11565,47173,47.173,14617
2026-04-26 18:56:28.877,11570,12227,12.227,191
2026-04-26 18:56:29.176,12033,15992,15.992,-2361
2026-04-26 18:56:29.286,12038,12329,12.329,201
2026-04-26 18:56:29.347,11638,9657,9.657,199
2026-04-26 18:56:29.588,11565,51321,51.321,4148
2026-04-26 18:56:29.687,11570,12426,12.426,199
2026-04-26 18:56:29.947,12033,14705,14.705,-1287
2026-04-26 18:56:30.057,12038,12518,12.518,189
2026-04-26 18:56:30.115,11638,9845,9.845,188
2026-04-26 18:56:30.369,11565,50034,50.034,-1287
2026-04-26 18:56:30.465,11570,12617,12.617,191
2026-04-26 18:56:30.738,12033,15456,15.456,751
2026-04-26 18:56:30.839,12038,12709,12.709,191
2026-04-26 18:56:30.897,11638,10037,10.037,192
2026-04-26 18:56:31.138,11565,46124,46.124,-3910
2026-04-26 18:56:31.237,11570,12806,12.806,189
2026-04-26 18:56:31.496,12033,38511,38.511,23055
2026-04-26 18:56:31.597,12038,12895,12.895,186
2026-04-26 18:56:31.659,11638,10223,10.223,186
2026-04-26 18:56:31.896,11565,4547,4.547,-41577
2026-04-26 18:56:31.916,11566,65067,65.067,32623
2026-04-26 18:56:31.998,11570,12993,12.993,187
2026-04-26 18:56:32.309,12033,1416,1.416,-37095
2026-04-26 18:56:32.327,12034,38000,38.000,-27236
2026-04-26 18:56:32.404,12038,13094,13.094,199
2026-04-26 18:56:32.469,11638,10422,10.422,199
2026-04-26 18:56:32.717,11565,5476,5.476,929
2026-04-26 18:56:32.736,11566,5208,5.208,-59859
2026-04-26 18:56:32.826,11570,13196,13.196,203
2026-04-26 18:56:33.087,12033,4536,4.536,3120
2026-04-26 18:56:33.187,12038,13285,13.285,191
2026-04-26 18:56:33.245,11638,10613,10.613,191
2026-04-26 18:56:33.497,11565,57372,57.372,51896
2026-04-26 18:56:33.517,11566,52462,52.462,47254
2026-04-26 18:56:33.597,11570,13385,13.385,189
2026-04-26 18:56:33.858,12033,31569,31.569,27033
2026-04-26 18:56:33.878,12034,15673,15.673,-22327
2026-04-26 18:56:33.956,12038,13474,13.474,189
2026-04-26 18:56:34.018,11638,10802,10.802,189
2026-04-26 18:56:34.258,11565,9976,9.976,-47396
2026-04-26 18:56:34.278,11566,43910,43.910,-8552
2026-04-26 18:56:34.358,11570,13571,13.571,186
2026-04-26 18:56:34.637,12033,55960,55.960,24391
2026-04-26 18:56:34.657,12034,6795,6.795,-8878
2026-04-26 18:56:34.736,12038,13665,13.665,191
2026-04-26 18:56:34.797,11638,10993,10.993,191
2026-04-26 18:56:35.038,11565,34367,34.367,24391
2026-04-26 18:56:35.057,11566,35032,35.032,-8878
2026-04-26 18:56:35.140,11570,13763,13.763,192
2026-04-26 18:56:35.397,12033,12139,12.139,-43821
2026-04-26 18:56:35.418,12034,65236,65.236,58441
2026-04-26 18:56:35.498,12038,13852,13.852,187
2026-04-26 18:56:35.558,11638,11180,11.180,187
2026-04-26 18:56:35.797,11565,21442,21.442,-12925
2026-04-26 18:56:35.816,11566,32444,32.444,-2588
2026-04-26 18:56:35.897,11570,13949,13.949,186
2026-04-26 18:56:36.158,12033,51041,51.041,38902
2026-04-26 18:56:36.257,12038,14038,14.038,186
2026-04-26 18:56:36.317,11638,11366,11.366,186
2026-04-26 18:56:36.562,11565,17437,17.437,-4005
2026-04-26 18:56:36.661,11570,14135,14.135,186
2026-04-26 18:56:36.936,12033,49754,49.754,-1287
2026-04-26 18:56:37.039,12038,14229,14.229,191
2026-04-26 18:56:37.098,11638,11557,11.557,191
2026-04-26 18:56:37.349,11565,16305,16.305,-1132
2026-04-26 18:56:37.448,11570,14329,14.329,194
2026-04-26 18:56:37.697,12032,25763,25.763,-2949
2026-04-26 18:56:37.717,12033,9175,9.175,-40579
2026-04-26 18:56:37.818,12038,14421,14.421,192
2026-04-26 18:56:37.877,11638,11748,11.748,191
2026-04-26 18:56:38.098,11564,49006,49.006,24166
2026-04-26 18:56:38.117,11565,41156,41.156,24851
2026-04-26 18:56:38.217,11570,14518,14.518,189
2026-04-26 18:56:38.466,12032,56594,56.594,30831
2026-04-26 18:56:38.478,12033,9600,9.600,425
2026-04-26 18:56:38.577,12038,14607,14.607,186
2026-04-26 18:56:38.639,11638,11935,11.935,187
2026-04-26 18:56:38.879,11564,49628,49.628,622
2026-04-26 18:56:38.997,11570,14709,14.709,191
2026-04-26 18:56:39.247,12032,57202,57.202,608
2026-04-26 18:56:39.368,12038,14801,14.801,194
2026-04-26 18:56:39.429,11638,12129,12.129,194
2026-04-26 18:56:39.649,11564,52275,52.275,2647
2026-04-26 18:56:39.770,11570,14898,14.898,189
2026-04-26 18:56:40.008,12032,61207,61.207,4005
2026-04-26 18:56:40.127,12038,14987,14.987,186
2026-04-26 18:56:40.187,11638,12315,12.315,186
2026-04-26 18:56:40.407,11564,56960,56.960,4685
2026-04-26 18:56:40.527,11570,15084,15.084,186
2026-04-26 18:56:40.778,12032,63854,63.854,2647
2026-04-26 18:56:40.908,12038,15179,15.179,192
2026-04-26 18:56:40.968,11638,12506,12.506,191
2026-04-26 18:56:41.187,11564,5995,5.995,-50965
2026-04-26 18:56:41.312,11570,15276,15.276,192
2026-04-26 18:56:41.570,12032,1000,1.000,-62854
2026-04-26 18:56:41.598,12033,56927,56.927,47327
2026-04-26 18:56:41.697,12038,15372,15.372,193
2026-04-26 18:56:41.759,11638,12700,12.700,194
2026-04-26 18:56:41.977,11564,62664,62.664,56669
2026-04-26 18:56:42.001,11565,27222,27.222,-13934
2026-04-26 18:56:42.097,11570,15469,15.469,193
2026-04-26 18:56:42.358,12033,727,0.727,-56200
2026-04-26 18:56:42.458,12038,15559,15.559,187
2026-04-26 18:56:42.518,11638,12886,12.886,186
2026-04-26 18:56:42.757,11565,31907,31.907,4685
2026-04-26 18:56:42.858,11570,15656,15.656,187
2026-04-26 18:56:43.119,12033,4732,4.732,4005
2026-04-26 18:56:43.217,12038,15745,15.745,186
2026-04-26 18:56:43.288,11638,13075,13.075,189
2026-04-26 18:56:43.518,11565,35913,35.913,4006
2026-04-26 18:56:43.640,11570,15847,15.847,191
2026-04-26 18:56:43.900,12033,6020,6.020,1288
2026-04-26 18:56:43.997,12038,15936,15.936,191
2026-04-26 18:56:44.057,11638,13264,13.264,189
2026-04-26 18:56:44.297,11565,37200,37.200,1287
2026-04-26 18:56:44.397,11570,16033,16.033,186
2026-04-26 18:56:44.657,12033,10705,10.705,4685
2026-04-26 18:56:44.760,12038,16123,16.123,187
2026-04-26 18:56:44.817,11638,13450,13.450,186
2026-04-26 18:56:45.068,11565,39847,39.847,2647
2026-04-26 18:56:45.168,11570,16222,16.222,189
2026-04-26 18:56:45.428,12033,13351,13.351,2646
2026-04-26 18:56:45.537,12038,16314,16.314,191
2026-04-26 18:56:45.596,11638,13642,13.642,192
2026-04-26 18:56:45.839,11565,42735,42.735,2888
2026-04-26 18:56:45.949,11570,16414,16.414,192
2026-04-26 18:56:46.199,12032,2073,2.073,1073
2026-04-26 18:56:46.220,12033,43886,43.886,30535
2026-04-26 18:56:46.317,12038,16505,16.505,191
2026-04-26 18:56:46.377,11638,13833,13.833,191
2026-04-26 18:56:46.596,11564,29456,29.456,-33208
2026-04-26 18:56:46.617,11565,8052,8.052,-34683
2026-04-26 18:56:46.717,11570,16602,16.602,188
2026-04-26 18:56:46.957,12032,27809,27.809,25736
2026-04-26 18:56:46.978,12033,42032,42.032,-1854
2026-04-26 18:56:47.083,12038,16692,16.692,187
2026-04-26 18:56:47.137,11638,14019,14.019,186
2026-04-26 18:56:47.357,11564,24312,24.312,-5144
2026-04-26 18:56:47.477,11570,16789,16.789,187
2026-04-26 18:56:47.758,12032,29919,29.919,2110
2026-04-26 18:56:47.879,12038,16888,16.888,196
2026-04-26 18:56:47.940,11638,14216,14.216,197
2026-04-26 18:56:48.159,11564,27102,27.102,2790
2026-04-26 18:56:48.277,11570,16985,16.985,196
2026-04-26 18:56:48.518,12032,25913,25.913,-4006
2026-04-26 18:56:48.639,12038,17074,17.074,186
2026-04-26 18:56:48.698,11638,14402,14.402,186
2026-04-26 18:56:48.918,11564,22417,22.417,-4685
2026-04-26 18:56:49.049,11570,17174,17.174,189
2026-04-26 18:56:49.289,12032,23267,23.267,-2646
2026-04-26 18:56:49.418,12038,17265,17.265,191
2026-04-26 18:56:49.477,11638,14593,14.593,191
2026-04-26 18:56:49.690,11564,11631,11.631,-10786
2026-04-26 18:56:49.807,11570,17360,17.360,186
2026-04-26 18:56:50.070,12032,28712,28.712,5445
2026-04-26 18:56:50.089,12033,53768,53.768,11736
2026-04-26 18:56:50.187,12038,17454,17.454,189
2026-04-26 18:56:50.247,11638,14782,14.782,189
2026-04-26 18:56:50.477,11564,24840,24.840,13209
2026-04-26 18:56:50.500,11565,11799,11.799,3747
2026-04-26 18:56:50.598,11570,17554,17.554,194
2026-04-26 18:56:50.868,12033,42757,42.757,-11011
2026-04-26 18:56:50.990,12038,17651,17.651,197
2026-04-26 18:56:51.049,11638,14978,14.978,196
2026-04-26 18:56:51.288,11565,12550,12.550,751
2026-04-26 18:56:51.389,11570,17748,17.748,194
2026-04-26 18:56:51.679,12033,46906,46.906,4149
2026-04-26 18:56:51.777,12038,17844,17.844,193
2026-04-26 18:56:51.837,11638,15172,15.172,194
2026-04-26 18:56:52.111,11565,18058,18.058,5508
2026-04-26 18:56:52.208,11570,17949,17.949,201
2026-04-26 18:56:52.477,12033,48408,48.408,1502
2026-04-26 18:56:52.579,12038,18040,18.040,196
2026-04-26 18:56:52.640,11638,15368,15.368,196
2026-04-26 18:56:52.877,11565,42107,42.107,24049
2026-04-26 18:56:52.982,11570,18138,18.138,189
2026-04-26 18:56:53.237,12033,10559,10.559,-37849
2026-04-26 18:56:53.258,12034,30219,30.219,-35017
2026-04-26 18:56:53.341,12038,18227,18.227,187
2026-04-26 18:56:53.407,11638,15557,15.557,189
2026-04-26 18:56:53.665,11565,52965,52.965,10858
2026-04-26 18:56:53.677,11566,5208,5.208,-27236
2026-04-26 18:56:53.768,11570,18331,18.331,193
2026-04-26 18:56:54.038,12033,35915,35.915,25356
2026-04-26 18:56:54.058,12034,38000,38.000,7781
2026-04-26 18:56:54.138,12038,18423,18.423,196
2026-04-26 18:56:54.201,11638,15751,15.751,194
2026-04-26 18:56:54.461,11565,23120,23.120,-29845
2026-04-26 18:56:54.558,11570,18525,18.525,194
2026-04-26 18:56:54.818,12033,59920,59.920,24005
2026-04-26 18:56:54.839,12034,18490,18.490,-19510
2026-04-26 18:56:54.920,12038,18614,18.614,191
2026-04-26 18:56:54.979,11638,15942,15.942,191
2026-04-26 18:56:55.230,11565,33991,33.991,10871
2026-04-26 18:56:55.249,11566,47582,47.582,42374
2026-04-26 18:56:55.328,11570,18714,18.714,189
2026-04-26 18:56:55.593,12033,13929,13.929,-45991
2026-04-26 18:56:55.608,12034,10700,10.700,-7790
2026-04-26 18:56:55.688,12038,18803,18.803,189
2026-04-26 18:56:55.748,11638,16131,16.131,189
2026-04-26 18:56:55.989,11565,57872,57.872,23881
2026-04-26 18:56:56.009,11566,38890,38.890,-8692
2026-04-26 18:56:56.157,11570,18905,18.905,191
2026-04-26 18:56:56.439,12033,40491,40.491,26562
2026-04-26 18:56:56.468,12034,892,0.892,-9808
2026-04-26 18:56:56.548,12038,19014,19.014,211
2026-04-26 18:56:56.609,11638,16342,16.342,211
2026-04-26 18:56:56.878,11565,25505,25.505,-32367
2026-04-26 18:56:56.903,11566,32444,32.444,-6446
2026-04-26 18:56:56.978,11570,19118,19.118,213
2026-04-26 18:56:57.238,12033,49811,49.811,9320
